Name;ISIN;Symbol;Market;Currency;"Open Price";"High Price";"low Price";"last Price";"last Trade MIC Time";"Time Zone";Volume;Turnover;"Closing Price";"Closing Price DateTime"
LIFECARE;NO0013355859;LIFE;"Oslo Børs";NOK;5.68;5.68;5.46;5.58;"04/07/2025 15:13";CET;19639;109358.64;5.58;04/07/2025
"LINK MOBILITY GRP";NO0010894231;LINK;"Oslo Børs";NOK;27.65;28.05;27.20;28.00;"04/07/2025 16:25";CET;541621;15128714.25;28.00;04/07/2025
"LOKOTECH GROUP";NO0010921299;LOKO;"Euronext Growth Oslo";NOK;0.58;0.652;0.58;0.642;"04/07/2025 16:28";CET;6688122;4157475.054;0.642;04/07/2025
"LOKOTECH GROUP TR";NO0013554253;LOKOS;"Euronext Growth Oslo";NOK;0.211;0.28;0.211;0.28;"04/07/2025 16:11";CET;189933;49269.819;0.28;04/07/2025
"LUMI GRUPPEN";NO0010927288;LUMI;"Euronext Growth Oslo";NOK;14.70;14.90;14.70;14.90;"03/07/2025 17:27";CET;15019;222864.30;14.90;04/07/2025
"LYTIX BIOPHARMA";NO0010405780;LYTIX;"Euronext Growth Oslo";NOK;9.38;9.38;8.78;8.90;"04/07/2025 16:26";CET;31161;277872.06;8.90;04/07/2025
"M VEST WATER";NO0010976343;MVW;"Euronext Growth Oslo";NOK;9.80;9.80;9.80;9.80;"04/07/2025 16:25";CET;10;98.00;9.80;04/07/2025
MAGNORA;NO0010187032;MGN;"Oslo Børs";NOK;24.10;24.65;24.10;24.45;"04/07/2025 16:25";CET;61273;1499807.55;24.45;04/07/2025
MATVAREEXPRESSEN;NO0013008664;MVE;"Euronext Growth Oslo";NOK;111.00;111.00;111.00;111.00;"04/07/2025 09:20";CET;3;333.00;111.00;04/07/2025
MEDISTIM;NO0010159684;MEDI;"Oslo Børs";NOK;230.00;230.00;218.00;218.00;"04/07/2025 16:25";CET;1698;374819.00;218.00;04/07/2025
"MELHUS SPAREBANK";NO0006001908;MELG;"Oslo Børs";NOK;176.00;179.78;176.00;179.78;"03/07/2025 12:13";CET;55;9808.80;179.78;04/07/2025
MORELD;NO0013325506;MORLD;"Oslo Børs";NOK;16.36;16.36;16.20;16.22;"04/07/2025 16:25";CET;313798;5102957.65;16.22;04/07/2025
"MORROW BANK";NO0010694029;MOBA;"Oslo Børs";NOK;11.80;11.85;11.70;11.75;"04/07/2025 16:25";CET;54930;647313.95;11.75;04/07/2025
MOWI;NO0003054108;MOWI;"Oslo Børs";NOK;194.70;195.80;193.70;193.90;"04/07/2025 16:25";CET;383971;74593498.00;193.90;04/07/2025
"MPC CONTAINER SHIP";NO0010791353;MPCC;"Oslo Børs";NOK;16.08;16.25;15.96;16.07;"04/07/2025 16:25";CET;2437689;39263951.23;16.07;04/07/2025
"MPC ENERGY SOLUTIO";NL0015268814;MPCES;"Euronext Growth Oslo";NOK;10.00;10.10;9.92;10.10;"04/07/2025 16:06";CET;17131;171041.67;10.10;04/07/2025
MULTICONSULT;NO0010734338;MULTI;"Oslo Børs";NOK;208.00;214.00;208.00;212.00;"04/07/2025 16:25";CET;18513;3915672.00;212.00;04/07/2025
MÅSØVAL;NO0010974983;MAS;"Euronext Growth Oslo";NOK;23.40;23.40;21.70;22.10;"04/07/2025 16:25";CET;10056;229675.70;22.10;04/07/2025
NAPATECH;DK0060520450;NAPA;"Oslo Børs";NOK;26.00;27.00;26.00;26.45;"04/07/2025 16:25";CET;184727;4913099.90;26.45;04/07/2025
NAVAMEDIC;NO0010205966;NAVA;"Oslo Børs";NOK;22.70;22.70;22.40;22.40;"04/07/2025 14:51";CET;2694;61005.60;22.40;04/07/2025
NEKKAR;NO0003049405;NKR;"Oslo Børs";NOK;10.20;10.40;10.00;10.35;"04/07/2025 15:52";CET;123534;1258871.70;10.35;04/07/2025
NEL;NO0010081235;NEL;"Oslo Børs";NOK;2.69;2.842;2.638;2.75;"04/07/2025 16:25";CET;4276818;11766277.17;2.75;04/07/2025
"NEXT BIOMETRICS GP";NO0010629108;NEXT;"Oslo Børs";NOK;4.87;4.87;4.60;4.78;"04/07/2025 16:25";CET;65972;305748.12;4.78;04/07/2025
"NIDAROS SPAREBANK";NO0010733082;NISB;"Euronext Growth Oslo";NOK;108.00;108.00;107.98;107.98;"03/07/2025 11:07";CET;128;13822.04;107.98;04/07/2025
"NORAM DRILLING";NO0010360019;NORAM;"Euronext Growth Oslo";NOK;22.50;23.00;22.30;23.00;"04/07/2025 16:25";CET;61747;1400109.90;23.00;04/07/2025
NORBIT;NO0010856511;NORBT;"Oslo Børs";NOK;204.00;208.00;200.00;207.00;"04/07/2025 16:29";CET;113824;23267295.50;207.00;04/07/2025
NORCOD;NO0010892912;NCOD;"Euronext Growth Oslo";NOK;15.35;15.35;14.50;15.20;"04/07/2025 14:30";CET;169;2461.45;15.20;04/07/2025
NORCONSULT;NO0013052209;NORCO;"Oslo Børs";NOK;43.70;43.80;43.35;43.40;"04/07/2025 16:29";CET;140239;6104405.15;43.40;04/07/2025
"NORDHEALTH A-AKSJE";NO0011002651;NORDH;"Euronext Growth Oslo";NOK;40.00;40.40;40.00;40.40;"04/07/2025 09:42";CET;160;6422.40;40.40;04/07/2025
"NORDIC AQUA PART";NO0012928805;NOAP;"Euronext Growth Oslo";NOK;79.00;80.00;78.60;78.60;"04/07/2025 15:47";CET;739;58715.40;78.60;04/07/2025
"NORDIC FINANCIALS";NO0012958539;NOFIN;"Euronext Expand Oslo";NOK;0.0195;0.0233;0.0193;0.02;"04/07/2025 16:25";CET;278154257;5821613.142;0.02;04/07/2025
"NORDIC HALIBUT";NO0003058109;NOHAL;"Euronext Growth Oslo";NOK;20.00;20.00;20.00;20.00;"04/07/2025 15:00";CET;2007;40140.00;20.00;04/07/2025
"NORDIC MINING";NO0013162693;NOM;"Oslo Børs";NOK;23.35;23.55;23.15;23.55;"04/07/2025 16:25";CET;124354;2908883.90;23.55;04/07/2025
"NORDIC SEMICONDUC";NO0003055501;NOD;"Oslo Børs";NOK;134.00;139.20;134.00;139.20;"04/07/2025 16:29";CET;488911;67389837.80;139.20;04/07/2025
"NORDIC TECHNOLOGY";NO0011018434;NTG;"Euronext Growth Oslo";NOK;0.50;0.78;0.50;0.78;"04/07/2025 15:44";CET;550;353.00;0.78;04/07/2025
"NORSE ATLANTIC";NO0012885252;NORSE;"Euronext Expand Oslo";NOK;9.00;9.00;8.88;8.97;"04/07/2025 16:25";CET;387978;3477548.32;8.97;04/07/2025
"NORSK HYDRO";NO0005052605;NHY;"Oslo Børs";NOK;59.00;59.06;58.38;58.78;"04/07/2025 16:25";CET;2561134;150551406.90;58.78;04/07/2025
"NORSK TITANIUM";NO0010969108;NTI;"Euronext Growth Oslo";NOK;1.788;1.838;1.72;1.82;"04/07/2025 16:25";CET;2601425;4641289.892;1.82;04/07/2025
"NORSKE SKOG";NO0010861115;NSKOG;"Oslo Børs";NOK;22.40;22.70;21.65;22.05;"04/07/2025 16:25";CET;110977;2439311.00;22.05;04/07/2025
"NORTH ENERGY";NO0010550056;NORTH;"Euronext Expand Oslo";NOK;2.94;2.94;2.79;2.85;"04/07/2025 16:25";CET;6781;19223.57;2.85;04/07/2025
"NORTHERN OCEAN LTD";BMG6682J1036;NOL;"Oslo Børs";NOK;5.87;5.90;5.80;5.82;"04/07/2025 16:25";CET;14372;84112.97;5.82;04/07/2025
"NORWEGIAN AIR SHUT";NO0010196140;NAS;"Oslo Børs";NOK;14.985;15.09;14.58;14.605;"04/07/2025 16:31";CET;13495595;200238527.875;14.605;04/07/2025
"NORWEGIAN BLOCK EX";NO0010984966;NBX;"Euronext Growth Oslo";NOK;0.84;0.84;0.682;0.726;"04/07/2025 16:25";CET;2790365;2008786.134;0.726;04/07/2025
"NRC GROUP";NO0003679102;NRC;"Oslo Børs";NOK;6.55;6.95;6.50;6.76;"04/07/2025 16:25";CET;1283210;8688194.04;6.76;04/07/2025
"NYKODE THERAPEUTIC";NO0010714785;NYKD;"Oslo Børs";NOK;1.85;1.85;1.784;1.849;"04/07/2025 16:25";CET;539012;976291.652;1.849;04/07/2025
"OBSERVE MEDICAL";NO0013457952;OBSRV;"Euronext Expand Oslo";NOK;1.10;1.10;0.95;1.00;"04/07/2025 16:06";CET;153248;152993.00;1.00;04/07/2025
"OCEAN GEOLOOP";NO0010914641;OCEAN;"Euronext Growth Oslo";NOK;6.10;6.55;6.10;6.55;"04/07/2025 15:15";CET;1370;8568.50;6.55;04/07/2025
"OCEAN SUN";NO0010887565;OSUN;"Euronext Growth Oslo";NOK;1.40;1.40;1.16;1.20;"04/07/2025 16:07";CET;33015;40268.465;1.20;04/07/2025
"ODFJELL DRILLING";BMG671801022;ODL;"Oslo Børs";NOK;68.80;69.70;68.80;69.50;"04/07/2025 16:25";CET;136933;9502145.00;69.50;04/07/2025
"ODFJELL SER. A";NO0003399909;ODF;"Oslo Børs";NOK;115.00;115.20;112.20;112.20;"04/07/2025 16:25";CET;20318;2302098.00;112.20;04/07/2025
"ODFJELL SER. B";NO0003399917;ODFB;"Oslo Børs";NOK;115.00;115.00;111.00;111.00;"04/07/2025 16:25";CET;16211;1819094.80;111.00;04/07/2025
"ODFJELL TECHNOLOGY";BMG6716L1081;OTL;"Oslo Børs";NOK;49.00;50.20;49.00;50.20;"04/07/2025 16:25";CET;32005;1593038.15;50.20;04/07/2025
OKEA;NO0010816895;OKEA;"Oslo Børs";NOK;17.60;17.62;17.32;17.36;"04/07/2025 16:25";CET;55408;964749.44;17.36;04/07/2025
"OKEANIS ECO TANKER";MHY641771016;OET;"Oslo Børs";NOK;237.00;248.00;235.50;245.00;"04/07/2025 16:25";CET;113062;27631280.50;245.00;04/07/2025
"OLAV THON EIENDOMS";NO0005638858;OLT;"Oslo Børs";NOK;301.00;304.00;299.00;300.00;"04/07/2025 16:25";CET;17088;5146664.00;300.00;04/07/2025
OMDA;NO0010894512;OMDA;"Euronext Growth Oslo";NOK;52.00;53.00;51.00;52.00;"04/07/2025 16:25";CET;17809;931949.80;52.00;04/07/2025
ONCOINVENT;NO0010779341;ONCIN;"Euronext Growth Oslo";NOK;1.888;1.888;1.68;1.70;"04/07/2025 14:36";CET;89442;153948.01;1.70;04/07/2025
ORKLA;NO0003733800;ORK;"Oslo Børs";NOK;107.60;107.90;107.10;107.60;"04/07/2025 16:26";CET;564981;60773336.60;107.60;04/07/2025
"OTELLO CORPORATION";NO0010040611;OTEC;"Oslo Børs";NOK;12.30;12.45;12.10;12.40;"04/07/2025 16:25";CET;2445188;29677334.70;12.40;04/07/2025
OTOVO;NO0010809783;OTOVO;"Oslo Børs";NOK;1.77;1.778;1.75;1.778;"04/07/2025 15:52";CET;56353;99483.266;1.778;04/07/2025
"PANORO ENERGY";NO0010564701;PEN;"Oslo Børs";NOK;22.50;22.65;22.35;22.65;"04/07/2025 16:25";CET;426699;9613125.50;22.65;04/07/2025
"PARATUS ENERGY SER";BMG6904D1083;PLSV;"Oslo Børs";NOK;35.98;35.98;34.96;35.86;"04/07/2025 16:25";CET;98959;3516723.06;35.86;04/07/2025
"PARETO BANK";NO0010397581;PARB;"Oslo Børs";NOK;82.80;83.00;82.20;83.00;"04/07/2025 16:25";CET;20943;1731606.70;83.00;04/07/2025
"PCI BIOTECH HOLD";NO0010405640;PCIB;"Oslo Børs";NOK;1.65;1.65;1.65;1.65;"04/07/2025 12:04";CET;700;1155.00;1.65;04/07/2025
PETROLIA;CY0102630916;PSE;"Oslo Børs";NOK;3.76;3.79;3.76;3.79;"04/07/2025 16:06";CET;4466;16852.16;3.79;04/07/2025
"PETRONOR E&P";NO0012942525;PNOR;"Oslo Børs";NOK;11.08;11.16;10.98;11.10;"04/07/2025 16:25";CET;76717;847415.56;11.10;04/07/2025
"PEXIP HOLDING";NO0010840507;PEXIP;"Oslo Børs";NOK;58.60;59.70;58.40;59.70;"04/07/2025 16:28";CET;117979;6994048.70;59.70;04/07/2025
"PHILLY SHIPYARD";NO0010395577;PHLY;"Euronext Expand Oslo";NOK;4.30;4.30;4.20;4.22;"04/07/2025 15:51";CET;8101;34188.67;4.22;04/07/2025
PHOTOCURE;NO0010000045;PHO;"Oslo Børs";NOK;57.90;59.00;57.10;57.50;"04/07/2025 16:25";CET;80523;4675924.40;57.50;04/07/2025
"PIONEER PROPERTY";NO0010735681;PPG;"Euronext Expand Oslo";NOK;97.40;97.40;96.80;97.00;"04/07/2025 15:37";CET;11247;1090842.40;97.00;04/07/2025
"POLARIS MEDIA";NO0010466022;POL;"Oslo Børs";NOK;61.50;62.00;61.50;62.00;"04/07/2025 16:16";CET;2499;153781.00;62.00;04/07/2025
POLIGHT;NO0012535832;PLT;"Oslo Børs";NOK;3.90;3.90;3.685;3.765;"04/07/2025 16:19";CET;348398;1305018.14;3.765;04/07/2025
PROSAFE;NO0010861990;PRS;"Oslo Børs";NOK;8.69;8.69;8.00;8.00;"04/07/2025 16:06";CET;24520;196840.03;8.00;04/07/2025
"PROTECTOR FORSIKRG";NO0010209331;PROT;"Oslo Børs";NOK;437.50;451.50;434.00;451.50;"04/07/2025 16:29";CET;80327;35859621.00;451.50;04/07/2025
"PROXIMAR SEAFOOD";NO0010893902;PROXI;"Euronext Growth Oslo";NOK;2.44;2.82;2.44;2.76;"04/07/2025 16:11";CET;250795;661814.17;2.76;04/07/2025
PRYME;NL0015002E73;PRYME;"Euronext Growth Oslo";NOK;20.00;22.90;20.00;21.90;"04/07/2025 14:52";CET;1023;20890.40;21.90;04/07/2025
"PUBLIC PROPERTY IN";NO0013178616;PUBLI;"Oslo Børs";NOK;23.75;24.00;23.55;23.55;"04/07/2025 16:25";CET;287431;6807343.40;23.55;04/07/2025
"PYRUM INNOVATIONS";DE000A2G8ZX8;PYRUM;"Euronext Growth Oslo";NOK;343.00;343.00;343.00;343.00;"03/07/2025 14:08";CET;33;11319.00;343.00;04/07/2025
"QUESTERRE ENERGY";CA74836K1003;QEC;"Oslo Børs";NOK;2.215;2.215;2.125;2.14;"04/07/2025 16:25";CET;1047407;2263736.165;2.14;04/07/2025
"RANA GRUBER";NO0010907389;RANA;"Oslo Børs";NOK;68.30;68.40;67.60;68.00;"04/07/2025 16:28";CET;77699;5277850.20;68.00;04/07/2025
"REACH SUBSEA";NO0003117202;REACH;"Oslo Børs";NOK;7.82;7.84;7.76;7.81;"04/07/2025 16:25";CET;36642;285674.75;7.81;04/07/2025
"REC SILICON";NO0010112675;RECSI;"Oslo Børs";NOK;2.45;2.45;2.312;2.346;"04/07/2025 16:28";CET;1036709;2457524.542;2.346;04/07/2025
REFUELS;NL0015001BF4;REFL;"Euronext Growth Oslo";NOK;18.40;18.40;18.00;18.00;"03/07/2025 12:59";CET;3111;56410.20;18.00;04/07/2025
"RIVER TECH";MT0001710103;RIVER;"Euronext Growth Oslo";NOK;16.10;16.40;15.10;16.40;"04/07/2025 16:16";CET;20384;313231.60;16.40;04/07/2025
"ROGALAND SPAREBANK";NO0006001007;ROGS;"Oslo Børs";NOK;143.50;145.00;143.50;144.98;"04/07/2025 14:44";CET;2513;363686.82;144.98;04/07/2025
"ROMERIKE SPAREBK";NO0010808405;ROMER;"Euronext Growth Oslo";NOK;149.98;150.00;146.02;146.02;"04/07/2025 11:44";CET;470;69207.62;146.02;04/07/2025
ROMREAL;BMG763301022;ROM;"Euronext Expand Oslo";NOK;2.52;2.52;2.52;2.52;"04/07/2025 16:25";CET;745;1877.40;2.52;04/07/2025
"S.D. STANDARD ETC";CY0101550917;SDSD;"Oslo Børs";NOK;1.815;1.83;1.815;1.83;"04/07/2025 16:26";CET;17991;32877.91;1.83;04/07/2025
"SAGA PURE";NO0010572589;SAGA;"Oslo Børs";NOK;1.335;1.345;1.33;1.34;"04/07/2025 16:25";CET;283995;379572.025;1.34;04/07/2025
SALMAR;NO0010310956;SALM;"Oslo Børs";NOK;443.80;445.00;438.40;439.00;"04/07/2025 16:26";CET;168116;73939365.20;439.00;04/07/2025
"SALMON EVOLUTION";NO0010892094;SALME;"Oslo Børs";NOK;6.13;6.19;6.12;6.17;"04/07/2025 16:25";CET;248069;1525229.29;6.17;04/07/2025
SATS;NO0010863285;SATS;"Oslo Børs";NOK;36.25;36.85;36.00;36.85;"04/07/2025 16:25";CET;186226;6833980.40;36.85;04/07/2025
SCANA;NO0003053308;SCANA;"Oslo Børs";NOK;1.54;1.56;1.522;1.532;"04/07/2025 16:25";CET;175596;270795.114;1.532;04/07/2025
SCATEC;NO0010715139;SCATC;"Oslo Børs";NOK;97.40;98.25;96.45;98.25;"04/07/2025 16:27";CET;236230;23050864.70;98.25;04/07/2025
"Sea1 Offshore";KYG812291253;SEA1;"Oslo Børs";NOK;25.80;25.80;25.20;25.25;"04/07/2025 16:25";CET;70077;1780420.50;25.25;04/07/2025
"SEACREST PETROLEO";BMG7947V2045;SEAPT;"Euronext Expand Oslo";NOK;0.1335;0.1445;0.1335;0.1435;"04/07/2025 16:27";CET;2277042;321895.4315;0.1435;04/07/2025
"SED ENERGY HOLDING";CY0101162119;ENH;"Oslo Børs";NOK;8.70;8.90;8.42;8.74;"04/07/2025 16:28";CET;1336967;11635202.76;8.74;04/07/2025
"SELVAAG BOLIG";NO0010612450;SBO;"Oslo Børs";NOK;36.20;37.60;36.05;37.35;"04/07/2025 16:25";CET;91202;3384452.45;37.35;04/07/2025
SENTIA;NO0013573014;SNTIA;"Oslo Børs";NOK;67.00;67.00;65.30;66.26;"04/07/2025 16:25";CET;103511;6842093.33;66.26;04/07/2025
"SHELF DRILLING";KYG236271055;SHLF;"Oslo Børs";NOK;8.71;8.90;8.59;8.88;"04/07/2025 16:25";CET;771236;6766763.71;8.88;04/07/2025
"SHELF DRILLING NO";BMG236541170;SDNS;"Euronext Growth Oslo";NOK;28.80;29.30;28.70;29.00;"10/10/2024 16:10";CET;2422;70084.30;21.00;04/07/2025
"SKANDIA GREENPOWER";NO0010931207;SKAND;"Euronext Growth Oslo";NOK;1.60;1.63;1.50;1.63;"04/07/2025 14:41";CET;21951;35137.13;1.63;04/07/2025
"SKUE SPAREBANK";NO0006001809;SKUE;"Oslo Børs";NOK;332.70;341.45;331.00;341.45;"04/07/2025 15:34";CET;1405;469035.80;341.45;04/07/2025
SMARTCRAFT;NO0011008971;SMCRT;"Oslo Børs";NOK;27.50;28.70;27.50;28.70;"04/07/2025 16:25";CET;16807;473530.50;28.70;04/07/2025
"SMARTOPTICS GROUP";NO0011012502;SMOP;"Euronext Growth Oslo";NOK;14.80;15.35;14.80;15.00;"04/07/2025 16:25";CET;6379;96484.65;15.00;04/07/2025
"SOFTOX SOLUTIONS";NO0010811961;SOFTX;"Euronext Growth Oslo";NOK;0.118;0.121;0.1065;0.1125;"04/07/2025 16:29";CET;23028314;2548602.5655;0.1125;04/07/2025
"SOFTWAREONE HOLD";CH0496451508;SWON;"Oslo Børs";NOK;93.95;100.00;93.00;100.00;"04/07/2025 16:25";CET;210252;20069301.81;100.00;04/07/2025
"SOGN SPAREBANK";NO0006000603;SOGN;"Oslo Børs";NOK;285.00;285.00;279.95;279.95;"04/07/2025 16:25";CET;1172;331105.40;279.95;04/07/2025
SOILTECH;NO0010713571;STECH;"Euronext Expand Oslo";NOK;62.00;64.00;60.00;64.00;"04/07/2025 16:25";CET;21426;1302561.60;64.00;04/07/2025
"SOLSTAD MARITIME";NO0013135368;SOMA;"Oslo Børs";NOK;24.835;25.15;24.205;24.60;"04/07/2025 16:25";CET;123270;3054480.14;24.60;04/07/2025
"SOLSTAD OFFSHORE";NO0003080608;SOFF;"Oslo Børs";NOK;45.15;45.50;44.50;45.00;"04/07/2025 16:25";CET;123837;5587885.25;45.00;04/07/2025
"SPARBNK 68 GR NORD";NO0010887110;SB68;"Euronext Growth Oslo";NOK;178.50;182.48;178.50;182.48;"01/07/2025 14:40";CET;120;21818.00;182.48;04/07/2025
"SPAREBANK 1 SMN";NO0006390301;MING;"Oslo Børs";NOK;193.26;196.04;193.26;195.90;"04/07/2025 16:25";CET;90588;17727029.31;195.90;04/07/2025
"SPAREBANK 1 SØR-N";NO0010631567;SB1NO;"Oslo Børs";NOK;186.40;187.60;185.60;186.60;"04/07/2025 16:25";CET;268140;50145876.40;186.60;04/07/2025
"SPAREBANKEN MØRE";NO0012483207;MORG;"Oslo Børs";NOK;106.88;107.52;105.82;107.24;"04/07/2025 16:25";CET;9419;1006384.34;107.24;04/07/2025
"SPAREBANKEN NORGE";NO0006000900;SBNOR;"Oslo Børs";NOK;160.06;161.82;159.82;161.34;"04/07/2025 16:25";CET;89306;14381041.20;161.34;04/07/2025
"SPAREBANKEN ØST";NO0006222009;SPOG;"Oslo Børs";NOK;77.79;77.79;76.89;77.00;"04/07/2025 16:25";CET;1292;99461.63;77.00;04/07/2025
"SPBK 1 NORDMØRE";NO0010691660;SNOR;"Oslo Børs";NOK;163.00;163.00;161.10;161.10;"04/07/2025 14:32";CET;515;83273.56;161.10;04/07/2025
"SPBK 1 ØSTLANDET";NO0010751910;SPOL;"Oslo Børs";NOK;187.70;188.00;187.20;188.00;"04/07/2025 16:25";CET;22452;4219708.80;188.00;04/07/2025
"SPBK1 HELGELAND";NO0010029804;HELG;"Oslo Børs";NOK;174.00;174.00;170.02;170.02;"04/07/2025 16:25";CET;8693;1509366.08;170.02;04/07/2025
"SPBK1 NORD-NORGE";NO0006000801;NONG;"Oslo Børs";NOK;148.60;150.38;147.90;149.80;"04/07/2025 16:25";CET;64746;9680877.00;149.80;04/07/2025
"SPBK1 RINGERIKE";NO0006390400;RING;"Oslo Børs";NOK;369.00;372.65;369.00;369.00;"04/07/2025 16:25";CET;1546;570752.10;369.00;04/07/2025
"SPBK1 ØSTFOLD AKE";NO0010285562;SOAG;"Oslo Børs";NOK;419.05;428.95;419.05;428.95;"04/07/2025 15:31";CET;397;168084.40;428.95;04/07/2025
"SPIR GROUP";NO0012548819;SPIR;"Oslo Børs";NOK;9.24;9.24;9.12;9.12;"04/07/2025 13:09";CET;5500;50376.00;9.12;04/07/2025
SPOTLIO;NO0010781560;SPOT;"Euronext Growth Oslo";NOK;0.244;0.244;0.192;0.192;"04/07/2025 16:25";CET;272351;58423.024;0.192;04/07/2025
"STAINLESS TANKERS";NO0012780958;STST;"Euronext Growth Oslo";NOK;51.60;52.80;51.20;52.00;"04/07/2025 16:16";CET;51934;2686379.60;52.00;04/07/2025
"STANDARD SUPPLY";NO0013384651;STSU;"Euronext Growth Oslo";NOK;32.00;33.00;32.00;32.20;"04/07/2025 16:16";CET;13126;426127.30;32.20;04/07/2025
STOLT-NIELSEN;BMG850801025;SNI;"Oslo Børs";NOK;284.50;286.50;275.50;276.00;"04/07/2025 16:25";CET;143009;39915858.50;276.00;04/07/2025
STOREBRAND;NO0003053605;STB;"Oslo Børs";NOK;141.80;142.40;141.30;141.70;"04/07/2025 16:25";CET;223501;31680570.10;141.70;04/07/2025
STRONGPOINT;NO0010098247;STRO;"Oslo Børs";NOK;11.45;11.45;11.35;11.35;"04/07/2025 15:04";CET;27250;311868.20;11.35;04/07/2025
"SUBSEA 7";LU0075646355;SUBC;"Oslo Børs";NOK;197.10;197.50;195.30;196.90;"04/07/2025 16:25";CET;173661;34156179.10;196.90;04/07/2025
TECHSTEP;NO0012916131;TECH;"Oslo Børs";NOK;12.20;12.20;11.85;11.85;"04/07/2025 16:25";CET;60153;722584.70;11.85;04/07/2025
"TEKNA HOLDING";NO0010951577;TEKNA;"Oslo Børs";NOK;5.02;5.38;5.02;5.14;"04/07/2025 16:16";CET;119346;617757.66;5.14;04/07/2025
TELENOR;NO0010063308;TEL;"Oslo Børs";NOK;155.60;157.10;155.30;157.00;"04/07/2025 16:25";CET;638404;100093184.80;157.00;04/07/2025
TGS;NO0003078800;TGS;"Oslo Børs";NOK;89.80;90.45;88.65;89.65;"04/07/2025 16:28";CET;247918;22183404.35;89.65;04/07/2025
"THE KINGFISH COMP";NL00150001S5;KING;"Euronext Growth Oslo";NOK;6.00;6.25;6.00;6.25;"04/07/2025 15:55";CET;657;4072.55;6.25;04/07/2025
"THOR MEDICAL";NO0010597883;TRMED;"Oslo Børs";NOK;2.51;2.575;2.51;2.51;"04/07/2025 16:25";CET;885365;2245861.785;2.51;04/07/2025
TIETOEVRY;FI0009000277;TIETO;"Oslo Børs";NOK;194.00;194.20;193.00;194.20;"04/07/2025 16:19";CET;392;75857.90;194.20;04/07/2025
"TINDE SPAREBANK";NO0010759988;TINDE;"Euronext Growth Oslo";NOK;123.18;123.18;122.02;122.02;"04/07/2025 16:25";CET;94;11522.08;122.02;04/07/2025
"TOMRA SYSTEMS";NO0012470089;TOM;"Oslo Børs";NOK;156.50;164.00;156.40;164.00;"04/07/2025 16:27";CET;324074;52385332.80;164.00;04/07/2025
TREASURE;NO0010763550;TRE;"Oslo Børs";NOK;29.10;29.10;29.10;29.10;"04/07/2025 14:01";CET;10463;304473.30;29.10;04/07/2025
"TRØNDELAG SPBK";NO0010788268;TRSB;"Oslo Børs";NOK;113.70;113.70;113.70;113.70;"04/07/2025 12:20";CET;40;4548.00;113.70;04/07/2025
"TYSNES SPAREBANK";NO0010731615;TYSB;"Euronext Growth Oslo";NOK;139.00;139.00;138.00;139.00;"03/07/2025 12:48";CET;3257;450269.04;139.00;04/07/2025
"VANTAGE DRILLING I";BMG9551V1081;VDI;"Euronext Growth Oslo";NOK;250.00;250.00;246.00;250.00;"17/06/2025 14:20";CET;3;746.00;250.00;04/07/2025
VEIDEKKE;NO0005806802;VEI;"Oslo Børs";NOK;163.60;166.80;163.40;166.40;"04/07/2025 16:25";CET;95446;15763812.00;166.40;04/07/2025
"VEND SER. A";NO0003028904;VENDA;"Oslo Børs";NOK;361.80;364.80;360.60;361.00;"04/07/2025 16:25";CET;95496;34569078.60;361.00;04/07/2025
"VEND SER. B";NO0010736879;VENDB;"Oslo Børs";NOK;348.00;348.00;344.80;346.20;"04/07/2025 16:25";CET;28330;9805080.40;346.20;04/07/2025
"VENTURA OFFSHORE";BMG730931091;VTURA;"Euronext Growth Oslo";NOK;17.35;18.30;17.35;18.30;"04/07/2025 16:25";CET;51430;910113.70;18.30;04/07/2025
"VISTIN PHARMA";NO0010734122;VISTN;"Oslo Børs";NOK;24.30;24.40;24.30;24.30;"04/07/2025 16:25";CET;11018;267859.10;24.30;04/07/2025
"VOSS VEKSEL OGLAND";NO0003025009;VVL;"Oslo Børs";NOK;382.00;386.00;376.00;382.00;"04/07/2025 16:11";CET;230;87410.00;382.00;04/07/2025
VOW;NO0010708068;VOW;"Oslo Børs";NOK;2.57;2.64;2.54;2.605;"04/07/2025 16:25";CET;1100303;2855414.94;2.605;04/07/2025
"VOW GREEN METALS";NO0011037483;VGM;"Euronext Growth Oslo";NOK;0.93;0.948;0.93;0.948;"27/06/2025 16:29";CET;16924;15792.11;0.948;04/07/2025
"VÅR ENERGI";NO0011202772;VAR;"Oslo Børs";NOK;33.00;33.29;32.78;33.24;"04/07/2025 16:27";CET;2050236;67944315.145;33.24;04/07/2025
"WALLENIUS WILHELMS";NO0010571680;WAWI;"Oslo Børs";NOK;82.30;82.35;80.65;81.50;"04/07/2025 16:25";CET;156199;12727905.55;81.50;04/07/2025
WEBSTEP;NO0010609662;WSTEP;"Oslo Børs";NOK;25.20;25.40;24.60;25.00;"04/07/2025 15:52";CET;15452;385089.20;25.00;04/07/2025
"WESTERN BULK CHART";NO0010768096;WEST;"Euronext Growth Oslo";NOK;12.45;12.45;12.25;12.25;"04/07/2025 16:25";CET;19811;244205.80;12.25;04/07/2025
"WILH. WILHELMSEN A";NO0010571698;WWI;"Oslo Børs";NOK;438.00;438.00;428.50;430.00;"04/07/2025 16:25";CET;7079;3054856.50;430.00;04/07/2025
